MCC,MNC,PLMN,Region,Country,ISO,Operator,Brand,PLMNCode,2G,GPRS/3G,LTE,NetworkId,NetworkName,Source
628.0,3.0,62803.0,Africa,Gabon,GA,Airtel Gabon S.A.,Airtel,GABCT,YES,YES,YES,airtel_gabon,Airtel,system
628.0,2.0,62802.0,Africa,Gabon,GA,Gabon Telecom S.A.,Moov,GABTL,YES,YES,YES,moov_gabon,Moov,system
234.0,10.0,23410.0,Europe,United Kingdom,GB,Telefónica Europe,O2 (UK),GBRCN,YES,YES,YES,o2_(uk)_united_kingdom,O2 (UK),system
234.0,55.0,23455,,UK,,,SURE Ltd,GBRGT,YES,YES,YES,sure_ltd_uk,SURE Ltd,system
234.0,20.0,23420.0,Europe,United Kingdom,GB,Hutchison 3G UK Ltd,3,GBRHU,,YES,YES,3_united_kingdom,3,system
234.0,50.0,23450.0,Europe,Guernsey (UK),GG,JT Group Limited,JT,GBRJT,YES,YES,YES,jt_guernsey_(uk),JT,system
234.0,50.0,23450.0,Europe,Jersey (UK),JE,JT Group Limited,JT,GBRJT,YES,YES,YES,jt_jersey_(uk),JT,system
234.0,50.0,23450.0,Europe,United Kingdom,GB,JT Group Limited,JT,GBRJT,YES,YES,YES,jt_united_kingdom,JT,system
234.0,30.0,23430.0,Europe,United Kingdom,GB,EE,T-Mobile UK,GBRME,YES,YES,YES,t-mobile_uk_united_kingdom,T-Mobile UK,system
234.0,58.0,23458.0,Europe,Isle of Man (UK),IM,Manx Telecom,Pronto GSM,GBRMT,YES,YES,YES,pronto_gsm_isle_of_man_(uk),Pronto GSM,system
234.0,58.0,23458.0,Europe,United Kingdom,GB,Manx Telecom,Pronto GSM,GBRMT,YES,YES,YES,pronto_gsm_united_kingdom,Pronto GSM,system
234.0,33.0,23433.0,Europe,United Kingdom,GB,EE,Orange,GBROR,YES,YES,YES,orange_united_kingdom,Orange,system
234.0,15.0,23415.0,Europe,United Kingdom,GB,Vodafone,Vodafone UK,GBRVF,YES,YES,YES,vodafone_uk_united_kingdom,Vodafone UK,system
282.0,1.0,28201.0,Europe,Georgia,GE,Silknet,Geocell,GEOGC,YES,YES,YES,geocell_georgia,Geocell,system
282.0,4.0,28204.0,Europe,Georgia,GE,Mobitel,Beeline,GEOMT,YES,YES,YES,beeline_georgia,Beeline,system
620.0,7.0,62007.0,Africa,Ghana,GH,Globacom Group,Globacom,GHAGM,YES,YES,,globacom_ghana,Globacom,system
620.0,2.0,62002.0,Africa,Ghana,GH,Vodafone Group,Vodafone,GHAGT,YES,YES,YES,vodafone_ghana,Vodafone,system
620.0,3.0,62003.0,Africa,Ghana,GH,Millicom Ghana,AirtelTigo,GHAMT,YES,YES,,airteltigo_ghana,AirtelTigo,system
620.0,1.0,62001.0,Africa,Ghana,GH,MTN Group,MTN,GHASC,YES,YES,YES,mtn_ghana,MTN,system
,,<NA><NA>,,Ghana,,,MTN Ghana (Scancom),GHASC ,,,,mtn_ghana_(scancom)_ghana,MTN Ghana (Scancom),system
620.0,6.0,62006.0,Africa,Ghana,GH,Airtel,AirtelTigo,GHAZN,YES,YES,,airteltigo_ghana,AirtelTigo,system
266.0,1.0,26601.0,Europe,Gibraltar (UK),GI,Gibtelecom,GibTel,GIBGT,YES,YES,YES,gibtel_gibraltar_(uk),GibTel,system
611.0,4.0,61104.0,Africa,Guinea,GN,Areeba Guinea,MTN,GINAG,YES,YES,,mtn_guinea,MTN,system
611.0,1.0,61101.0,Africa,Guinea,GN,Orange S.A.,Orange,GINGS,YES,,YES,orange_guinea,Orange,system
340.0,1.0,34001.0,North America and the Caribbean,French Antilles (France),BL/GF/GP/MF/MQ,Orange Caraïbe Mobiles,Orange,GLP01,YES,YES,YES,orange_french_antilles_(france),Orange,system
340.0,8.0,34008,,Caraibes,,,Dauphin Telecom (Amigo GSM),GLPDT,YES,YES,YES,dauphin_telecom_(amigo_gsm)_caraibes,Dauphin Telecom (Amigo GSM),system
607.0,2.0,60702.0,Africa,Gambia,GM,Africell,Africell,GMBAC,YES,YES,YES,africell_gambia,Africell,system
607.0,4.0,60704.0,Africa,Gambia,GM,QCell Gambia,QCell,GMBQC,YES,YES,YES,qcell_gambia,QCell,system
632.0,3.0,63203,,Guinee Bissau,,,Orange Bissau,GNB03,YES,YES,YES,orange_bissau_guinee_bissau,Orange Bissau,system
632.0,2.0,63202.0,Africa,Guinea-Bissau,GW,Spacetel Guiné-Bissau S.A.,MTN Areeba,GNBSB,YES,YES,,mtn_areeba_guinea-bissau,MTN Areeba,system
627.0,3.0,62703.0,Africa,Equatorial Guinea,GQ,Green Com S.A.,Muni,GNQHT,YES,YES,,muni_equatorial_guinea,Muni,system
202.0,1.0,20201.0,Europe,Greece,GR,COSMOTE - Mobile Telecommunications S.A.,Cosmote,GRCCO,YES,YES,YES,cosmote_greece,Cosmote,system
202.0,5.0,20205.0,Europe,Greece,GR,Vodafone Greece,Vodafone,GRCPF,YES,YES,YES,vodafone_greece,Vodafone,system
202.0,10.0,20210.0,Europe,Greece,GR,Wind Hellas Telecommunications S.A.,Wind,GRCSH,YES,YES,YES,wind_greece,Wind,system
352.0,110.0,352110.0,North America and the Caribbean,Grenada,GD,Cable & Wireless Grenada Ltd.,FLOW,GRDCW,YES,,YES,flow_grenada,FLOW,system
290.0,1.0,29001.0,Europe,Greenland,GL,TELE Greenland A/S,TELE Greenland A/S,GRLTG,YES,YES,YES,tele_greenland_a/s_greenland,TELE Greenland A/S,system
704.0,2.0,70402,,Guatemala,,,Comunicaciones Celulares S.A.,GTMCM,YES,YES,0,comunicaciones_celulares_s.a._guatemala,Comunicaciones Celulares S.A.,system
704.0,1.0,70401.0,South and Central America,Guatemala,GT,"Telecomunicaciones de Guatemala, S.A.",Claro,GTMSC,YES,YES,YES,claro_guatemala,Claro,system
704.0,3.0,70403.0,South and Central America,Guatemala,GT,Telefónica Móviles Guatemala (Telefónica),movistar,GTMTG,YES,YES,YES,movistar_guatemala,movistar,system
310.0,370.0,310370.0,North America and the Caribbean,Guam (USA),GU,NTT DoCoMo Pacific,Docomo,GUMDP,YES,YES,YES,docomo_guam_(usa),Docomo,system
310.0,370.0,310370.0,North America and the Caribbean,Northern Mariana Islands (USA),MP,NTT DoCoMo Pacific,Docomo,GUMDP,YES,YES,YES,docomo_northern_mariana_islands_(usa),Docomo,system
310.0,370.0,310370.0,North America and the Caribbean,United States of America,US,NTT DoCoMo Pacific,Docomo,GUMDP,YES,YES,YES,docomo_united_states_of_america,Docomo,system
738.0,1.0,73801.0,South and Central America,Guyana,GY,U-Mobile (Cellular) Inc.,Digicel,GUYUM,YES,YES,,digicel_guyana,Digicel,system
454.0,3.0,45403.0,Asia and the Middle East,Hong Kong,HK,Hutchison Telecom,3,HKGH3,,YES,YES,3_hong_kong,3,system
454.0,4.0,45404.0,Asia and the Middle East,Hong Kong,HK,Hutchison Telecom,3 (2G),HKGHT,YES,,,3_(2g)_hong_kong,3 (2G),system
454.0,19.0,45419.0,Asia and the Middle East,Hong Kong,HK,PCCW-HKT,PCCW Mobile (3G),HKGM3,,YES,,pccw_mobile_(3g)_hong_kong,PCCW Mobile (3G),system
454.0,16.0,45416.0,Asia and the Middle East,Hong Kong,HK,PCCW,PCCW Mobile (2G),HKGMC,YES,,,pccw_mobile_(2g)_hong_kong,PCCW Mobile (2G),system
454.0,10.0,45410.0,Asia and the Middle East,Hong Kong,HK,CSL Limited,New World Mobility,HKGNW,YES,,,new_world_mobility_hong_kong,New World Mobility,system
454.0,12.0,45412.0,Asia and the Middle East,Hong Kong,HK,China Mobile Hong Kong Company Limited,CMCC HK,HKGPP,YES,,YES,cmcc_hk_hong_kong,CMCC HK,system
454.0,6.0,45406.0,Asia and the Middle East,Hong Kong,HK,SmarTone Mobile Communications Limited,SmarTone,HKGSM,YES,YES,YES,smartone_hong_kong,SmarTone,system
454.0,0.0,45400.0,Asia and the Middle East,Hong Kong,HK,CSL Limited,1O1O / One2Free / New World Mobility / SUNMobile,HKGTC,YES,YES,YES,1o1o_/_one2free_/_new_world_mobility_/_sunmobile_hong_kong,1O1O / One2Free / New World Mobility / SUNMobile,system
708.0,2.0,70802,,Honduras,,,"Telefónica Celular, S.A. (CELTEL)  ",HND02,YES,YES,YES,"telefónica_celular,_s.a._(celtel)___honduras","Telefónica Celular, S.A. (CELTEL)  ",system
708.0,40.0,708040.0,South and Central America,Honduras,HN,Digicel de Honduras,Digicel,HNDDC,YES,,,digicel_honduras,Digicel,system
708.0,1.0,708001.0,South and Central America,Honduras,HN,Servicios de Comunicaciones de Honduras S.A. de C.V.,Claro,HNDME,YES,YES,YES,claro_honduras,Claro,system
219.0,1.0,21901.0,Europe,Croatia,HR,T-Hrvatski Telekom,T-Mobile,HRVCN,YES,YES,YES,t-mobile_croatia,T-Mobile,system
219.0,2.0,21902.0,Europe,Croatia,HR,Tele2,Tele2,HRVT2,YES,YES,YES,tele2_croatia,Tele2,system
219.0,10.0,21910.0,Europe,Croatia,HR,A1 Hrvatska,A1,HRVVI,YES,YES,YES,a1_croatia,A1,system
372.0,1.0,37201.0,North America and the Caribbean,Haiti,HT,Communication Cellulaire d'Haiti S.A.,Voila,HTICL,YES,,,voila_haiti,Voila,system
372.0,3.0,37203.0,North America and the Caribbean,Haiti,HT,NATCOM S.A.,Natcom,HTIVT,YES,,YES,natcom_haiti,Natcom,system
216.0,1.0,21601.0,Europe,Hungary,HU,Telenor Magyarország Zrt.,Telenor Hungary,HUNH1,YES,YES,YES,telenor_hungary_hungary,Telenor Hungary,system
216.0,30.0,21630.0,Europe,Hungary,HU,Magyar Telekom Plc,T-Mobile,HUNH2,YES,YES,YES,t-mobile_hungary,T-Mobile,system
216.0,70.0,21670.0,Europe,Hungary,HU,Vodafone Magyarország Zrt.,Vodafone,HUNVR,YES,YES,YES,vodafone_hungary,Vodafone,system
510.0,89.0,51089.0,Oceania,Indonesia,ID,PT Hutchison CP Telecommunications,3,IDN89,YES,YES,YES,3_indonesia,3,system
510.0,11.0,51011.0,Oceania,Indonesia,ID,PT XL Axiata Tbk,XL,IDNEX,YES,YES,YES,xl_indonesia,XL,system
510.0,21.0,51021.0,Oceania,Indonesia,ID,PT Indonesian Satellite Corporation Tbk (INDOSAT),IM3,IDNIM,YES,,,im3_indonesia,IM3,system
510.0,8.0,51008.0,Oceania,Indonesia,ID,PT Natrindo Telepon Seluler,AXIS,IDNLT,YES,YES,,axis_indonesia,AXIS,system
510.0,1.0,51001.0,Oceania,Indonesia,ID,PT Indonesian Satellite Corporation Tbk (INDOSAT),Indosat Ooredoo,IDNSL,YES,YES,YES,indosat_ooredoo_indonesia,Indosat Ooredoo,system
510.0,10.0,51010.0,Oceania,Indonesia,ID,PT Telekomunikasi Selular,Telkomsel,IDNTS,YES,YES,YES,telkomsel_indonesia,Telkomsel,system
404.0,35.0,40435.0,Asia and the Middle East,India,IN,Himachal Pradesh,Aircel,IND02,YES,,,aircel_india,Aircel,system
404.0,17.0,40417.0,Asia and the Middle East,India,IN,West Bengal,AIRCEL,IND03,YES,,,aircel_india,AIRCEL,system
404.0,25.0,40425.0,Asia and the Middle East,India,IN,Bihar,AIRCEL,IND04,YES,,,aircel_india,AIRCEL,system
404.0,28.0,40428.0,Asia and the Middle East,India,IN,Orissa,AIRCEL,IND05,YES,,,aircel_india,AIRCEL,system
404.0,29.0,40429.0,Asia and the Middle East,India,IN,Assam,AIRCEL,IND06,YES,,,aircel_india,AIRCEL,system
404.0,7.0,40407.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,IDEA,IND07,YES,,,idea_india,IDEA,system
404.0,91.0,40491.0,Asia and the Middle East,India,IN,Kolkata,AIRCEL,IND09,YES,,,aircel_india,AIRCEL,system
405.0,54.0,40554.0,Asia and the Middle East,India,IN,Uttar Pradesh (East),AirTel,IND10,YES,,,airtel_india,AirTel,system
405.0,53.0,40553.0,Asia and the Middle East,India,IN,Orissa,AirTel,IND11,YES,,,airtel_india,AirTel,system
405.0,52.0,40552.0,Asia and the Middle East,India,IN,Bihar & Jharkhand,AirTel,IND12,YES,,,airtel_india,AirTel,system
405.0,51.0,40551.0,Asia and the Middle East,India,IN,West Bengal,AirTel,IND14,YES,,,airtel_india,AirTel,system
405.0,56.0,40556.0,Asia and the Middle East,India,IN,Assam,AirTel,IND15,YES,,,airtel_india,AirTel,system
404.0,16.0,40416.0,Asia and the Middle East,India,IN,North East,Airtel,IND16,YES,,,airtel_india,Airtel,system
405.0,810.0,405810.0,Asia and the Middle East,India,IN,Uttar Pradesh (East),AIRCEL,IND17,YES,,,aircel_india,AIRCEL,system
405.0,811.0,405811.0,Asia and the Middle East,India,IN,Uttar Pradesh (West),AIRCEL,IND18,YES,,,aircel_india,AIRCEL,system
405.0,800.0,405800.0,Asia and the Middle East,India,IN,Delhi & NCR,AIRCEL,IND19,YES,,,aircel_india,AIRCEL,system
405.0,809.0,405809.0,Asia and the Middle East,India,IN,Kerala,AIRCEL,IND20,YES,,,aircel_india,AIRCEL,system
405.0,805.0,405805.0,Asia and the Middle East,India,IN,Mumbai,AIRCEL,IND21,YES,,,aircel_india,AIRCEL,system
405.0,803.0,405803.0,Asia and the Middle East,India,IN,Karnataka,AIRCEL,IND22,YES,,,aircel_india,AIRCEL,system
405.0,801.0,405801.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,AIRCEL,IND23,YES,,,aircel_india,AIRCEL,system
405.0,804.0,405804.0,Asia and the Middle East,India,IN,Maharashtra & Goa,AIRCEL,IND24,YES,,,aircel_india,AIRCEL,system
405.0,812.0,405812.0,Asia and the Middle East,India,IN,Punjab,AIRCEL,IND25,YES,,,aircel_india,AIRCEL,system
405.0,806.0,405806.0,Asia and the Middle East,India,IN,Rajasthan,AIRCEL,IND26,YES,,,aircel_india,AIRCEL,system
405.0,808.0,405808.0,Asia and the Middle East,India,IN,Madhya Pradesh,AIRCEL,IND27,YES,,,aircel_india,AIRCEL,system
405.0,802.0,405802.0,Asia and the Middle East,India,IN,Gujarat,AIRCEL,IND28,YES,,,aircel_india,AIRCEL,system
405.0,807.0,405807.0,Asia and the Middle East,India,IN,Haryana,AIRCEL,IND29,YES,,,aircel_india,AIRCEL,system
404.0,92.0,40492.0,Asia and the Middle East,India,IN,Mumbai,AirTel,INDA1,YES,YES,,airtel_india,AirTel,system
404.0,90.0,40490.0,Asia and the Middle East,India,IN,Maharashtra,AirTel,INDA2,YES,,,airtel_india,AirTel,system
404.0,96.0,40496.0,Asia and the Middle East,India,IN,Haryana,AirTel,INDA5,YES,,,airtel_india,AirTel,system
404.0,95.0,40495.0,Asia and the Middle East,India,IN,Kerala,AirTel,INDA7,YES,,,airtel_india,AirTel,system
404.0,93.0,40493.0,Asia and the Middle East,India,IN,Madhya Pradesh,AirTel,INDA8,YES,,,airtel_india,AirTel,system
404.0,2.0,40402.0,Asia and the Middle East,India,IN,Punjab,AirTel,INDA9,YES,,,airtel_india,AirTel,system
404.0,42.0,40442.0,Asia and the Middle East,India,IN,Tamil Nadu,Aircel,INDAC,YES,,,aircel_india,Aircel,system
404.0,10.0,40410.0,Asia and the Middle East,India,IN,Delhi & NCR,AirTel,INDAT,YES,,,airtel_india,AirTel,system
404.0,24.0,40424.0,Asia and the Middle East,India,IN,Gujarat,IDEA,INDBI,YES,,,idea_india,IDEA,system
404.0,46.0,40446.0,Asia and the Middle East,India,IN,Kerala,Vodafone India,INDBK,YES,,,vodafone_india_india,Vodafone India,system
404.0,3.0,40403.0,Asia and the Middle East,India,IN,Himachal Pradesh,AirTel,INDBL,YES,,,airtel_india,AirTel,system
404.0,27.0,40427.0,Asia and the Middle East,India,IN,Maharashtra & Goa,Vodafone India,INDBM,YES,,,vodafone_india_india,Vodafone India,system
404.0,22.0,40422.0,Asia and the Middle East,India,IN,Maharashtra & Goa,IDEA,INDBO,YES,,,idea_india,IDEA,system
404.0,43.0,40443.0,Asia and the Middle East,India,IN,Tamil Nadu,Vodafone India,INDBT,YES,,,vodafone_india_india,Vodafone India,system
404.0,30.0,40430.0,Asia and the Middle East,India,IN,Kolkata,Vodafone India,INDCC,YES,,,vodafone_india_india,Vodafone India,system
404.0,68.0,40468.0,Asia and the Middle East,India,IN,Delhi & NCR,DOLPHIN,INDDL,YES,YES,,dolphin_india,DOLPHIN,system
404.0,11.0,40411.0,Asia and the Middle East,India,IN,Delhi & NCR,Vodafone India,INDE1,YES,,,vodafone_india_india,Vodafone India,system
404.0,12.0,40412.0,Asia and the Middle East,India,IN,Haryana,IDEA,INDEH,YES,,,idea_india,IDEA,system
404.0,19.0,40419.0,Asia and the Middle East,India,IN,Kerala,IDEA,INDEK,YES,,,idea_india,IDEA,system
404.0,56.0,40456.0,Asia and the Middle East,India,IN,Uttar Pradesh (West),IDEA,INDEU,YES,,,idea_india,IDEA,system
404.0,5.0,40405.0,Asia and the Middle East,India,IN,Gujarat,Vodafone India,INDF1,YES,,,vodafone_india_india,Vodafone India,system
404.0,20.0,40420.0,Asia and the Middle East,India,IN,Mumbai,Vodafone India,INDHM,YES,YES,,vodafone_india_india,Vodafone India,system
405.0,70.0,40570.0,Asia and the Middle East,India,IN,Bihar & Jharkhand,IDEA,INDIB,YES,,,idea_india,IDEA,system
404.0,4.0,40404.0,Asia and the Middle East,India,IN,Delhi & NCR,IDEA,INDID,YES,,,idea_india,IDEA,system
405.0,848.0,405848.0,Asia and the Middle East,India,IN,Kolkata,IDEA,INDIK,YES,,,idea_india,IDEA,system
405.0,799.0,405799.0,Asia and the Middle East,India,IN,Mumbai,IDEA,INDIM,YES,,,idea_india,IDEA,system
405.0,850.0,405850.0,Asia and the Middle East,India,IN,Orissa,IDEA,INDIO,YES,,,idea_india,IDEA,system
405.0,852.0,405852.0,Asia and the Middle East,India,IN,Tamil Nadu,IDEA,INDIT,YES,,,idea_india,IDEA,system
405.0,853.0,405853.0,Asia and the Middle East,India,IN,West Bengal,IDEA,INDIW,YES,,,idea_india,IDEA,system
405.0,840.0,405840.0,Asia and the Middle East,India,IN,West Bengal,Jio,INDJ1,,,YES,jio_india,Jio,system
405.0,854.0,405854.0,Asia and the Middle East,India,IN,Andhra Pradesh,Jio,INDJ2,,,YES,jio_india,Jio,system
405.0,855.0,405855.0,Asia and the Middle East,India,IN,Assam,Jio,INDJ3,,,YES,jio_india,Jio,system
405.0,856.0,405856.0,Asia and the Middle East,India,IN,Bihar,Jio,INDJ4,,,YES,jio_india,Jio,system
405.0,857.0,405857.0,Asia and the Middle East,India,IN,Gujarat,Jio,INDJ5,,,YES,jio_india,Jio,system
405.0,858.0,405858.0,Asia and the Middle East,India,IN,Haryana,Jio,INDJ6,,,YES,jio_india,Jio,system
405.0,859.0,405859.0,Asia and the Middle East,India,IN,Himachal Pradesh,Jio,INDJ7,,,YES,jio_india,Jio,system
404.0,45.0,40445.0,Asia and the Middle East,India,IN,Karnataka,Airtel,INDJ8,YES,,YES,airtel_india,Airtel,system
405.0,861.0,405861.0,Asia and the Middle East,India,IN,Karnataka,Jio,INDJ9,,,YES,jio_india,Jio,system
404.0,49.0,40449.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,Airtel,INDJH,YES,,,airtel_india,Airtel,system
405.0,862.0,405862.0,Asia and the Middle East,India,IN,Kerala,Jio,INDJL,,,YES,jio_india,Jio,system
405.0,863.0,405863.0,Asia and the Middle East,India,IN,Madhya Pradesh,Jio,INDJM,,,YES,jio_india,Jio,system
405.0,864.0,405864.0,Asia and the Middle East,India,IN,Maharashtra,Jio,INDJN,,,YES,jio_india,Jio,system
405.0,865.0,405865.0,Asia and the Middle East,India,IN,North East,Jio,INDJO,,,YES,jio_india,Jio,system
405.0,866.0,405866.0,Asia and the Middle East,India,IN,Orissa,Jio,INDJP,,,YES,jio_india,Jio,system
405.0,867.0,405867.0,Asia and the Middle East,India,IN,Punjab,Jio,INDJQ,,,YES,jio_india,Jio,system
405.0,868.0,405868.0,Asia and the Middle East,India,IN,Rajasthan,Jio,INDJR,,,YES,jio_india,Jio,system
405.0,869.0,405869.0,Asia and the Middle East,India,IN,Tamil Nadu (incl. Chennai),Jio,INDJS,,,YES,jio_india,Jio,system
405.0,870.0,405870.0,Asia and the Middle East,India,IN,Uttar Pradesh (West),Jio,INDJT,,,YES,jio_india,Jio,system
405.0,871.0,405871.0,Asia and the Middle East,India,IN,Uttar Pradesh (East),Jio,INDJU,,,YES,jio_india,Jio,system
405.0,872.0,405872.0,Asia and the Middle East,India,IN,Delhi,Jio,INDJV,,,YES,jio_india,Jio,system
405.0,873.0,405873.0,Asia and the Middle East,India,IN,Kolkata,Jio,INDJW,,,YES,jio_india,Jio,system
405.0,874.0,405874.0,Asia and the Middle East,India,IN,Mumbai,Jio,INDJX,,,YES,jio_india,Jio,system
404.0,69.0,40469.0,Asia and the Middle East,India,IN,Mumbai,DOLPHIN,INDMB,YES,YES,,dolphin_india,DOLPHIN,system
404.0,78.0,40478.0,Asia and the Middle East,India,IN,Madhya Pradesh & Chattishgarh,IDEA,INDMP,YES,YES,,idea_india,IDEA,system
404.0,31.0,40431.0,Asia and the Middle East,India,IN,Kolkata,AirTel,INDMT,YES,,,airtel_india,AirTel,system
404.0,41.0,40441.0,Asia and the Middle East,India,IN,Chennai,Aircel,INDRC,YES,,,aircel_india,Aircel,system
404.0,67.0,40467.0,Asia and the Middle East,India,IN,Madhya Pradesh & Chhattisgarh,Reliance,INDRM,YES,YES,,reliance_india,Reliance,system
404.0,44.0,40444.0,Asia and the Middle East,India,IN,Karnataka,IDEA,INDSK,YES,,YES,idea_india,IDEA,system
404.0,14.0,40414.0,Asia and the Middle East,India,IN,Punjab,IDEA,INDSP,YES,,,idea_india,IDEA,system
405.0,25.0,405025.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,TATA DOCOMO,INDT0,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,34.0,405034.0,Asia and the Middle East,India,IN,Karnataka,TATA DOCOMO,INDT1,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,44.0,405044.0,Asia and the Middle East,India,IN,Tamil Nadu including Chennai,TATA DOCOMO,INDT2,YES,,,tata_docomo_india,TATA DOCOMO,system
405.0,35.0,405035.0,Asia and the Middle East,India,IN,Kerala,TATA DOCOMO,INDT3,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,32.0,405032.0,Asia and the Middle East,India,IN,Himachal Pradesh,TATA DOCOMO,INDT4,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,38.0,405038.0,Asia and the Middle East,India,IN,Madhya Pradesh,TATA DOCOMO,INDT5,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,37.0,405037.0,Asia and the Middle East,India,IN,Maharashtra & Goa,TATA DOCOMO,INDT6,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,45.0,405045.0,Asia and the Middle East,India,IN,Uttar Pradesh (E),TATA DOCOMO,INDT7,YES,,,tata_docomo_india,TATA DOCOMO,system
405.0,46.0,405046.0,Asia and the Middle East,India,IN,Uttar Pradesh (W) & Uttarakhand,TATA DOCOMO,INDT8,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,47.0,405047.0,Asia and the Middle East,India,IN,West Bengal,TATA DOCOMO,INDT9,YES,,,tata_docomo_india,TATA DOCOMO,system
405.0,27.0,405027.0,Asia and the Middle East,India,IN,Bihar/Jharkhand,TATA DOCOMO,INDTB,YES,,,tata_docomo_india,TATA DOCOMO,system
405.0,29.0,405029.0,Asia and the Middle East,India,IN,Delhi,TATA DOCOMO,INDTD,YES,,,tata_docomo_india,TATA DOCOMO,system
405.0,30.0,405030.0,Asia and the Middle East,India,IN,Gujarat,TATA DOCOMO,INDTG,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,31.0,405031.0,Asia and the Middle East,India,IN,Haryana,TATA DOCOMO,INDTH,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,36.0,405036.0,Asia and the Middle East,India,IN,Kolkata,TATA DOCOMO,INDTK,YES,,,tata_docomo_india,TATA DOCOMO,system
405.0,39.0,405039.0,Asia and the Middle East,India,IN,Mumbai,TATA DOCOMO,INDTM,YES,,,tata_docomo_india,TATA DOCOMO,system
405.0,41.0,405041.0,Asia and the Middle East,India,IN,Orissa,TATA DOCOMO,INDTO,YES,,,tata_docomo_india,TATA DOCOMO,system
405.0,42.0,405042.0,Asia and the Middle East,India,IN,Punjab,TATA DOCOMO,INDTP,YES,YES,,tata_docomo_india,TATA DOCOMO,system
405.0,43.0,405043.0,Asia and the Middle East,India,IN,Rajasthan,TATA DOCOMO,INDTR,YES,YES,,tata_docomo_india,TATA DOCOMO,system
404.0,74.0,40474.0,Asia and the Middle East,India,IN,West Bengal,cellone,INDWB,YES,YES,,cellone_india,cellone,system
272.0,2.0,27202.0,Europe,Ireland,IE,Hutchison 3G Ireland limited,3,IRLDF,YES,YES,,3_ireland,3,system
272.0,1.0,27201.0,Europe,Ireland,IE,Vodafone Ireland,Vodafone,IRLEC,YES,YES,YES,vodafone_ireland,Vodafone,system
272.0,5.0,27205.0,Europe,Ireland,IE,Hutchison 3G Ireland limited,3,IRLH3,,YES,YES,3_ireland,3,system
272.0,3.0,27203.0,Europe,Ireland,IE,Eir Group plc,Eir,IRLME,YES,YES,YES,eir_ireland,Eir,system
432.0,11.0,43211.0,Asia and the Middle East,Iran,IR,Mobile Communications Company of Iran (MCI),IR-TCI (Hamrah-e-Avval),IRN11,YES,YES,YES,ir-tci_(hamrah-e-avval)_iran,IR-TCI (Hamrah-e-Avval),system
432.0,35.0,43235.0,Asia and the Middle East,Iran,IR,MTN Irancell Telecommunications Services Company,MTN Irancell,IRNMI,YES,YES,YES,mtn_irancell_iran,MTN Irancell,system
432.0,20.0,43220.0,Asia and the Middle East,Iran,IR,Social Security Investment Co.,Rightel,IRNTT,,YES,YES,rightel_iran,Rightel,system
418.0,5.0,41805.0,Asia and the Middle East,Iraq,IQ,Asia Cell Telecommunications Company,Asia Cell,IRQAC,YES,,,asia_cell_iraq,Asia Cell,system
274.0,11.0,27411.0,Europe,Iceland,IS,Nova ehf,Nova,ISLNO,,YES,YES,nova_iceland,Nova,system
274.0,1.0,27401.0,Europe,Iceland,IS,Iceland Telecom,Síminn,ISLPS,YES,YES,YES,síminn_iceland,Síminn,system
274.0,2.0,27402.0,Europe,Iceland,IS,Og fjarskipti hf,Vodafone,ISLTL,YES,YES,YES,vodafone_iceland,Vodafone,system
274.0,4.0,27404.0,Europe,Iceland,IS,IMC Island ehf,Viking,ISLVW,YES,,,viking_iceland,Viking,system
425.0,1.0,42501.0,Asia and the Middle East,Israel,IL,Partner Communications Company Ltd.,Partner,ISR01,YES,YES,YES,partner_israel,Partner,system
425.0,2.0,42502.0,Asia and the Middle East,Israel,IL,Cellcom Israel Ltd.,Cellcom,ISRCL,YES,YES,YES,cellcom_israel,Cellcom,system
